Customer_Name,Customer_Job,Customer_Age,Gender,Credit_Rating,Collateral_Type,Customer_ID
Heba Mahmoud,Doctor,46,Female,A,,CUST-1437
Fatma Abdel-Aziz,Doctor,22,Male,A,,CUST-1438
Sara Hassan,Freelancer,59,Female,B,,CUST-1439
,Accountant,63,Male,C,,CUST-1440
Omar Ghanem,Teacher,43,Female,B,,CUST-1441
Hassan Ibrahim,Accountant,29,Male,B,Land,CUST-1442
Nabil Ibrahim,Freelancer,40,Male,D,Vehicle,CUST-1443
Khaled Fawzy,Technician,54,Female,C,Vehicle,CUST-1444
Nabil Saied,Doctor,31,Male,D,Land,CUST-1445
Mahmoud Reda,Engineer,40,Male,C,Land,CUST-1446
Ahmed Mahmoud,Engineer,54,Female,C,,CUST-1447
Sherif Saied,Accountant,25,Female,C,Land,CUST-1448
Ahmed Nabil,Doctor,30,Male,C,Vehicle,CUST-1449
Sara Fawzy,Engineer,36,Male,D,,CUST-1450
Tarek Nabil,Engineer,49,Female,B,Land,CUST-1451
Layla Kamel,Freelancer,51,Female,D,,CUST-1452
Amira Fawzy,Engineer,49,Male,C,Vehicle,CUST-1453
Mohamed Adel,Teacher,57,Male,D,,CUST-1454
Sherif Saied,Doctor,42,Female,A,Land,CUST-1455
Tarek El-Sayed,Accountant,33,Female,C,Land,CUST-1456
Layla Ghanem,Technician,37,Male,A,Vehicle,CUST-1457
Heba Fawzy,Engineer,38,Female,A,Vehicle,CUST-1458
Mona Abdel-Aziz,Accountant,29,Male,D,Vehicle,CUST-1459
Tarek El-Sayed,Engineer,57,Male,D,Vehicle,CUST-1460
Heba Reda,Doctor,24,Female,A,Vehicle,CUST-1461
Layla El-Sayed,Freelancer,63,Male,D,Land,CUST-1462
Khaled Reda,Teacher,64,Female,D,Land,CUST-1463
Ibrahim Hamdy,Sales_Rep,65,Female,B,Vehicle,CUST-1464
Sara Reda,Sales_Rep,21,Female,C,Vehicle,CUST-1465
Tarek Kamel,Doctor,32,Female,C,Vehicle,CUST-1466
Zaki Adel,Teacher,44,Male,B,Land,CUST-1467
Ibrahim Mahmoud,Technician,58,Female,B,Land,CUST-1468
Nabil Zaki,Engineer,23,Female,A,Land,CUST-1469
Karim Nabil,Engineer,40,Male,B,,CUST-1470
Mostafa Abdel-Aziz,Teacher,35,Female,A,Land,CUST-1471
Ahmed El-Sayed,Doctor,48,Male,B,,CUST-1472
Nabil Amr,Teacher,27,Male,B,Vehicle,CUST-1473
Ibrahim Amr,Technician,24,Male,D,Land,CUST-1474
Zaki Adel,Freelancer,61,Female,B,Land,CUST-1475
Tarek Hassan,Accountant,41,Female,B,,CUST-1476
Bassem Saied,Sales_Rep,28,Female,B,Land,CUST-1477
Omar Amr,Accountant,38,Female,C,Vehicle,CUST-1478
Amira Mahmoud,Freelancer,50,Male,A,Land,CUST-1479
Salma Ghanem,Doctor,65,Male,C,Land,CUST-1480
Nabil Mahmoud,Engineer,41,Female,D,,CUST-1481
Heba Ghanem,Accountant,49,Male,B,Land,CUST-1482
Mona Adel,Accountant,33,Female,D,,CUST-1483
Mona El-Sayed,Doctor,49,Female,B,Vehicle,CUST-1484
Layla Reda,Teacher,30,Male,D,,CUST-1485
Ahmed Ghanem,Accountant,46,Female,C,Vehicle,CUST-1486
Wael Ibrahim,Sales_Rep,47,Male,A,Vehicle,CUST-1487
Mona Kamel,Technician,61,Female,C,,CUST-1488
Heba Ibrahim,Sales_Rep,34,Male,C,Vehicle,CUST-1489
Karim Mansour,Freelancer,28,Female,C,Land,CUST-1490
Mona Abdel-Aziz,Engineer,59,Female,D,Land,CUST-1491
Heba El-Sayed,Freelancer,46,Female,D,Land,CUST-1492
Hassan Hassan,Teacher,29,Male,A,,CUST-1493
Bassem Ibrahim,Technician,41,Female,B,Vehicle,CUST-1494
Layla Nabil,Doctor,28,Male,A,,CUST-1495
,Technician,59,Female,D,,CUST-1496
Fatma Fawzy,Engineer,55,Female,D,Vehicle,CUST-1497
,Sales_Rep,38,Male,B,,CUST-1498
Mahmoud Mahmoud,Freelancer,35,Male,C,,CUST-1499
Ahmed Ibrahim,Teacher,57,Male,A,,CUST-1500
Salma Hamdy,Technician,46,Male,A,,CUST-1501
Amira Fawzy,Technician,54,Male,C,Land,CUST-1502
Mona Kamel,Engineer,25,Male,D,Vehicle,CUST-1503
Hoda Fawzy,Engineer,44,Male,B,,CUST-1504
Salma Mahmoud,Freelancer,41,Male,B,,CUST-1505
Omar Saied,Technician,46,Female,D,,CUST-1506
Hamdy Nabil,Freelancer,35,Female,D,Vehicle,CUST-1507
Dina Kamel,Technician,40,Male,D,,CUST-1508
Hamdy Reda,Technician,44,Male,B,Vehicle,CUST-1509
Karim Adel,Sales_Rep,57,Female,D,Land,CUST-1510
Nabil Fawzy,Technician,42,Male,A,,CUST-1511
Hamdy Hamdy,Teacher,43,Female,A,Vehicle,CUST-1512
Hoda Saied,Engineer,33,Female,C,Land,CUST-1513
Sherif Saied,Doctor,22,Male,C,Vehicle,CUST-1514
Nabil Ibrahim,Teacher,56,Female,C,Land,CUST-1515
Ahmed Nabil,Technician,49,Male,A,Vehicle,CUST-1516
Hamdy Kamel,Sales_Rep,34,Male,A,,CUST-1517
Nabil Saied,Accountant,51,Male,A,Land,CUST-1518
Dina Reda,Sales_Rep,55,Female,D,,CUST-1519
Dina Adel,Sales_Rep,48,Female,B,,CUST-1520
Hoda Mahmoud,Freelancer,59,Female,D,,CUST-1521
Sherif Abdel-Aziz,Doctor,33,Male,A,,CUST-1522
Fatma Mahmoud,Freelancer,54,Male,C,Land,CUST-1523
Karim Nabil,Doctor,23,Female,A,Vehicle,CUST-1524
Karim Zaki,Doctor,49,Male,C,Land,CUST-1525
Bassem Mansour,Sales_Rep,61,Female,D,Vehicle,CUST-1526
Hamdy Reda,Technician,30,Female,C,Land,CUST-1527
Mahmoud Hassan,Engineer,41,Male,C,,CUST-1528
Tarek Hamdy,Doctor,50,Male,A,Land,CUST-1529
,Engineer,42,Female,D,,CUST-1530
Karim Kamel,Teacher,37,Male,C,Land,CUST-1531
Heba Ibrahim,Technician,31,Male,A,Land,CUST-1532
Heba Zaki,Engineer,31,Female,B,Vehicle,CUST-1533
Tarek Mansour,Doctor,32,Female,C,Land,CUST-1534
Bassem Mansour,Teacher,23,Female,D,,CUST-1535
Sara Amr,Accountant,39,Female,A,Land,CUST-1536
Salma Reda,Doctor,22,Female,B,Land,CUST-1537
Karim Ghanem,Freelancer,54,Female,B,Land,CUST-1538
Bassem Ghanem,Accountant,47,Male,A,Vehicle,CUST-1539
Mohamed Ghanem,Teacher,37,Female,B,,CUST-1540
Sherif Hassan,Teacher,45,Male,D,,CUST-1541
Amira Mahmoud,Teacher,33,Male,D,,CUST-1542
Tarek Hassan,Accountant,65,Female,A,Land,CUST-1543
Zaki Ghanem,Freelancer,22,Male,D,Vehicle,CUST-1544
Zaki Hamdy,Engineer,52,Male,A,Land,CUST-1545
Nabil Mansour,Doctor,25,Female,D,Vehicle,CUST-1546
Omar Nabil,Doctor,32,Female,A,Vehicle,CUST-1547
Mostafa Fawzy,Accountant,25,Male,C,Land,CUST-1548
Khaled Saied,Teacher,35,Female,B,Land,CUST-1549
Mahmoud Hassan,Technician,51,Male,C,Vehicle,CUST-1550
Hassan Zaki,Sales_Rep,22,Male,D,Land,CUST-1551
Salma Abdel-Aziz,Technician,44,Female,C,Land,CUST-1552
Layla Kamel,Technician,61,Male,A,Vehicle,CUST-1553
Mostafa Hamdy,Sales_Rep,47,Male,A,,CUST-1554
Mahmoud Adel,Technician,35,Male,A,,CUST-1555
Fatma Adel,Freelancer,50,Male,D,Land,CUST-1556
Fatma Saied,Doctor,55,Male,B,,CUST-1557
Hoda Amr,Technician,60,Female,D,Land,CUST-1558
Layla Kamel,Engineer,25,Female,C,Vehicle,CUST-1559
Ahmed Hamdy,Teacher,39,Female,B,,CUST-1560
Layla Reda,Teacher,55,Female,B,,CUST-1561
Hamdy Saied,Accountant,61,Female,A,Land,CUST-1562
Bassem Hassan,Accountant,49,Female,B,Vehicle,CUST-1563
,Accountant,51,Male,C,,CUST-1564
Dina Saied,Technician,56,Female,C,Vehicle,CUST-1565
Layla Nabil,Teacher,51,Male,C,,CUST-1566
Tarek Nabil,Technician,59,Male,B,Land,CUST-1567
Sherif Reda,Technician,35,Male,A,Land,CUST-1568
Sara El-Sayed,Engineer,50,Male,D,Vehicle,CUST-1569
Zaki Adel,Accountant,46,Male,B,Land,CUST-1570
Khaled Hassan,Doctor,38,Male,A,,CUST-1571
Hoda Ghanem,Doctor,31,Female,A,Land,CUST-1572
Mohamed Abdel-Aziz,Sales_Rep,54,Female,B,,CUST-1573
Bassem Abdel-Aziz,Doctor,32,Male,B,Land,CUST-1574
Amira Reda,Engineer,59,Female,C,,CUST-1575
Heba Amr,Accountant,23,Female,B,Land,CUST-1576
Karim Saied,Doctor,50,Female,D,Land,CUST-1577
Mostafa El-Sayed,Doctor,48,Female,C,,CUST-1578
Salma Hamdy,Sales_Rep,27,Male,D,,CUST-1579
Salma Zaki,Teacher,54,Female,C,Vehicle,CUST-1580
Sherif Reda,Teacher,36,Female,C,Land,CUST-1581
Dina Ghanem,Doctor,35,Female,C,Vehicle,CUST-1582
Mostafa Hamdy,Freelancer,32,Male,B,Land,CUST-1583
Tarek Nabil,Sales_Rep,40,Female,B,Land,CUST-1584
Karim Hamdy,Freelancer,58,Female,C,Vehicle,CUST-1585
Karim El-Sayed,Accountant,32,Female,B,Vehicle,CUST-1586
Hamdy Abdel-Aziz,Teacher,58,Female,D,Vehicle,CUST-1587
Dina Saied,Technician,36,Female,C,Land,CUST-1588
Mona Reda,Engineer,27,Female,D,,CUST-1589
Tarek Ghanem,Doctor,62,Female,C,,CUST-1590
Hassan El-Sayed,Accountant,22,Male,B,Vehicle,CUST-1591
Ibrahim Hamdy,Doctor,23,Male,B,Vehicle,CUST-1592
Hoda Zaki,Accountant,31,Male,D,Vehicle,CUST-1593
Mohamed Amr,Sales_Rep,26,Male,C,,CUST-1594
Hamdy Zaki,Engineer,49,Male,A,Vehicle,CUST-1595
Layla Abdel-Aziz,Freelancer,39,Female,D,Land,CUST-1596
Khaled Reda,Accountant,34,Female,B,,CUST-1597
Dina Zaki,Accountant,21,Male,C,,CUST-1598
Hassan Saied,Teacher,38,Female,D,Vehicle,CUST-1599
Hoda Kamel,Technician,47,Female,C,Land,CUST-1600
Zaki Mansour,Engineer,44,Female,A,,CUST-1601
Ahmed Kamel,Doctor,27,Female,A,Land,CUST-1602
Ahmed Adel,Engineer,32,Female,C,,CUST-1603
Mostafa El-Sayed,Freelancer,53,Male,B,Land,CUST-1604
Sara Saied,Freelancer,56,Male,A,Land,CUST-1605
Heba Hamdy,Engineer,50,Female,C,Land,CUST-1606
Khaled Ghanem,Doctor,32,Female,A,Land,CUST-1607
Fatma Hassan,Accountant,32,Female,D,Land,CUST-1608
Mahmoud Mahmoud,Engineer,26,Female,B,,CUST-1609
Mohamed Mansour,Teacher,56,Male,C,,CUST-1610
Khaled Kamel,Doctor,50,Female,A,Vehicle,CUST-1611
Sherif Mansour,Accountant,62,Male,A,Land,CUST-1612
Amira Mahmoud,Engineer,54,Female,C,Land,CUST-1613
Ibrahim El-Sayed,Doctor,41,Female,D,,CUST-1614
Sara Zaki,Technician,60,Male,D,,CUST-1615
Salma Ibrahim,Sales_Rep,33,Male,D,Land,CUST-1616
Mona Ibrahim,Sales_Rep,34,Male,A,Vehicle,CUST-1617
Fatma Ibrahim,Engineer,33,Male,B,,CUST-1618
Omar Saied,Freelancer,21,Male,D,Vehicle,CUST-1619
Nabil Hassan,Technician,43,Female,D,Land,CUST-1620
Salma Mahmoud,Doctor,40,Male,A,Vehicle,CUST-1621
Hamdy Zaki,Doctor,46,Female,C,,CUST-1622
Ibrahim Reda,Sales_Rep,28,Female,A,,CUST-1623
Mahmoud Ibrahim,Sales_Rep,51,Female,D,Land,CUST-1624
Layla Ghanem,Accountant,56,Female,C,Land,CUST-1625
Dina Zaki,Sales_Rep,30,Male,C,Vehicle,CUST-1626
Amira El-Sayed,Teacher,41,Male,A,Land,CUST-1627
Nabil Mahmoud,Sales_Rep,34,Male,C,Land,CUST-1628
Hamdy Mahmoud,Freelancer,22,Male,B,Vehicle,CUST-1629
,Teacher,31,Male,D,Land,CUST-1630
Salma Ghanem,Sales_Rep,50,Male,A,Vehicle,CUST-1631
Fatma Reda,Accountant,54,Male,A,,CUST-1632
Zaki Hamdy,Technician,31,Male,C,Land,CUST-1633
Layla Ghanem,Sales_Rep,35,Female,D,Vehicle,CUST-1634
Hassan Hassan,Accountant,28,Male,A,,CUST-1635
Zaki Abdel-Aziz,Sales_Rep,33,Male,B,Land,CUST-1636
Tarek Nabil,Accountant,56,Male,B,,CUST-1637
Mahmoud Fawzy,Technician,58,Male,B,Vehicle,CUST-1638
Hoda Saied,Technician,41,Male,B,Land,CUST-1639
Karim Zaki,Freelancer,21,Female,C,,CUST-1640
Tarek Hamdy,Engineer,46,Male,A,,CUST-1641
Khaled Mansour,Doctor,46,Male,A,Vehicle,CUST-1642
Ibrahim Hassan,Sales_Rep,41,Female,D,Land,CUST-1643
Amira Zaki,Sales_Rep,36,Male,A,Vehicle,CUST-1644
Wael Reda,Freelancer,34,Female,D,Land,CUST-1645
Mona Nabil,Engineer,25,Female,B,Land,CUST-1646
Hamdy El-Sayed,Accountant,24,Male,B,,CUST-1647
Sara Mahmoud,Teacher,23,Female,A,,CUST-1648
Sherif Fawzy,Sales_Rep,53,Male,B,Land,CUST-1649
Zaki Hamdy,Doctor,37,Female,D,,CUST-1650
Heba Mansour,Technician,61,Male,C,,CUST-1651
Layla Saied,Engineer,42,Female,D,Vehicle,CUST-1652
Bassem Nabil,Doctor,48,Female,C,,CUST-1653
Salma Kamel,Accountant,31,Male,B,,CUST-1654
Zaki Ibrahim,Engineer,57,Male,C,Vehicle,CUST-1655
Ibrahim Kamel,Freelancer,47,Female,C,Land,CUST-1656
Omar Mahmoud,Technician,21,Male,A,,CUST-1657
Salma Hamdy,Engineer,40,Male,C,,CUST-1658
Hoda Ghanem,Teacher,22,Male,B,,CUST-1659
Mahmoud Mansour,Engineer,44,Female,D,Land,CUST-1660
Bassem Adel,Accountant,45,Female,A,,CUST-1661
Tarek El-Sayed,Doctor,64,Male,B,Vehicle,CUST-1662
Ibrahim Saied,Sales_Rep,33,Male,D,Vehicle,CUST-1663
Karim Ghanem,Engineer,53,Female,A,Land,CUST-1664
Hassan El-Sayed,Technician,37,Female,C,Land,CUST-1665
Amira Amr,Doctor,27,Male,D,Land,CUST-1666
Ahmed Reda,Engineer,46,Male,B,Land,CUST-1667
Wael Mansour,Accountant,50,Male,C,Vehicle,CUST-1668
Nabil Adel,Engineer,62,Female,A,,CUST-1669
Tarek Mansour,Freelancer,36,Male,C,Land,CUST-1670
Zaki Zaki,Doctor,49,Male,D,Land,CUST-1671
Mohamed Hassan,Accountant,32,Female,D,Vehicle,CUST-1672
Hassan Reda,Accountant,27,Female,B,Vehicle,CUST-1673
Dina Hamdy,Accountant,61,Male,D,Vehicle,CUST-1674
Ahmed Hassan,Technician,39,Male,B,Vehicle,CUST-1675
Mohamed Saied,Sales_Rep,58,Male,B,,CUST-1676
Hamdy Reda,Doctor,25,Female,A,Land,CUST-1677
Dina Reda,Teacher,31,Female,D,Land,CUST-1678
Mostafa Amr,Doctor,59,Male,B,Vehicle,CUST-1679
Hassan Adel,Engineer,33,Female,C,Land,CUST-1680
Tarek Ghanem,Freelancer,45,Male,D,Vehicle,CUST-1681
Hoda Amr,Accountant,47,Female,B,,CUST-1682
Mohamed Mansour,Doctor,24,Female,B,Vehicle,CUST-1683
Ahmed Adel,Teacher,59,Male,D,,CUST-1684
Mohamed Adel,Engineer,49,Female,D,Vehicle,CUST-1685
Ahmed Ghanem,Engineer,42,Female,C,Vehicle,CUST-1686
Ibrahim Ghanem,Engineer,40,Female,B,,CUST-1687
Ahmed Fawzy,Engineer,52,Female,B,Land,CUST-1688
Wael Abdel-Aziz,Freelancer,28,Male,A,Vehicle,CUST-1689
Mostafa Ibrahim,Technician,63,Male,D,Land,CUST-1690
Mohamed Saied,Sales_Rep,57,Male,A,Vehicle,CUST-1691
Nabil Abdel-Aziz,Freelancer,27,Male,D,Land,CUST-1692
,Engineer,58,Male,D,Vehicle,CUST-1693
Hassan El-Sayed,Doctor,27,Male,A,,CUST-1694
Hoda Fawzy,Technician,35,Female,C,Land,CUST-1695
Nabil Abdel-Aziz,Engineer,56,Male,A,,CUST-1696
Hoda Ghanem,Freelancer,35,Male,B,Vehicle,CUST-1697
Fatma Kamel,Freelancer,25,Male,C,,CUST-1698
Salma Zaki,Sales_Rep,32,Male,A,,CUST-1699
Mona Ibrahim,Teacher,35,Male,B,Land,CUST-1700
Heba Mahmoud,Doctor,29,Male,D,Land,CUST-1701
Mona Ghanem,Doctor,62,Female,C,,CUST-1702
Nabil Reda,Engineer,61,Male,C,,CUST-1703
Zaki Mahmoud,Technician,37,Male,A,Land,CUST-1704
Ibrahim El-Sayed,Engineer,37,Male,C,,CUST-1705
Salma Nabil,Sales_Rep,46,Female,A,Land,CUST-1706
Bassem Amr,Engineer,51,Male,C,Land,CUST-1707
Ahmed Abdel-Aziz,Technician,38,Male,C,Vehicle,CUST-1708
Heba Ibrahim,Sales_Rep,38,Female,A,,CUST-1709
Salma Ibrahim,Doctor,46,Female,C,,CUST-1710
Mostafa Hamdy,Accountant,32,Male,B,,CUST-1711
Karim Reda,Sales_Rep,41,Male,C,Vehicle,CUST-1712
Sherif Saied,Engineer,36,Male,C,,CUST-1713
Hoda Hamdy,Engineer,42,Male,D,,CUST-1714
Mostafa Adel,Sales_Rep,37,Female,C,Vehicle,CUST-1715
Layla Zaki,Freelancer,33,Male,A,Vehicle,CUST-1716
Karim Mansour,Accountant,45,Female,B,Land,CUST-1717
Mahmoud Zaki,Technician,65,Male,C,Land,CUST-1718
Mahmoud Ghanem,Sales_Rep,54,Female,C,Land,CUST-1719
Heba Hassan,Accountant,21,Male,C,,CUST-1720
Wael Mahmoud,Doctor,44,Male,A,Land,CUST-1721
Hamdy Saied,Technician,26,Female,C,,CUST-1722
Hamdy Nabil,Teacher,51,Male,B,Land,CUST-1723
Sherif Hassan,Engineer,23,Male,D,Land,CUST-1724
Mahmoud Hassan,Engineer,45,Male,A,,CUST-1725
Omar El-Sayed,Engineer,21,Female,A,Vehicle,CUST-1726
Mahmoud Kamel,Technician,45,Male,A,Land,CUST-1727
Salma Nabil,Freelancer,27,Female,C,Land,CUST-1728
Salma Zaki,Technician,39,Male,B,,CUST-1729
Tarek Amr,Teacher,32,Male,C,Vehicle,CUST-1730
Tarek Mansour,Sales_Rep,62,Female,A,Vehicle,CUST-1731
Khaled Ghanem,Sales_Rep,55,Male,B,,CUST-1732
Nabil Mahmoud,Engineer,22,Female,C,Land,CUST-1733
Karim Mahmoud,Technician,61,Male,A,,CUST-1734
Khaled Amr,Doctor,26,Male,A,Land,CUST-1735
Ibrahim Adel,Sales_Rep,62,Female,B,Land,CUST-1736
Omar Hamdy,Technician,64,Male,A,Land,CUST-1737
Hamdy Hamdy,Accountant,64,Female,D,Vehicle,CUST-1738
Zaki Mahmoud,Engineer,56,Male,C,Land,CUST-1739
Sara Amr,Teacher,41,Female,B,,CUST-1740
Ibrahim Nabil,Doctor,56,Male,D,Land,CUST-1741
Mohamed Reda,Technician,33,Female,B,Land,CUST-1742
Layla Amr,Accountant,35,Female,C,Land,CUST-1743
Mostafa Kamel,Teacher,53,Female,D,,CUST-1744
Sara Reda,Freelancer,48,Male,C,,CUST-1745
Hassan Adel,Freelancer,51,Female,A,Vehicle,CUST-1746
Fatma El-Sayed,Freelancer,52,Female,C,Vehicle,CUST-1747
Mohamed Kamel,Accountant,31,Male,D,Vehicle,CUST-1748
Sara Ghanem,Sales_Rep,38,Female,B,,CUST-1749
,Technician,55,Male,B,,CUST-1750
Ibrahim Ghanem,Freelancer,65,Female,C,,CUST-1751
Hassan Ibrahim,Freelancer,35,Male,C,Vehicle,CUST-1752
Ibrahim Mahmoud,Freelancer,43,Male,A,Land,CUST-1753
Khaled Nabil,Freelancer,54,Male,A,Vehicle,CUST-1754
Hamdy Mahmoud,Doctor,41,Female,A,,CUST-1755
Dina Ghanem,Sales_Rep,65,Female,D,Land,CUST-1756
Khaled Hassan,Technician,65,Female,D,,CUST-1757
Ibrahim Amr,Technician,26,Female,C,Land,CUST-1758
Nabil Amr,Engineer,51,Male,B,Land,CUST-1759
Dina Saied,Teacher,35,Female,B,,CUST-1760
Amira Ghanem,Teacher,53,Male,D,,CUST-1761
Hassan Fawzy,Technician,27,Female,C,Land,CUST-1762
Ibrahim Fawzy,Sales_Rep,26,Female,A,,CUST-1763
Mohamed Hassan,Sales_Rep,34,Female,D,Vehicle,CUST-1764
Fatma Hamdy,Sales_Rep,45,Male,B,Vehicle,CUST-1765
Layla Nabil,Accountant,21,Female,B,Land,CUST-1766
Mostafa El-Sayed,Technician,52,Female,B,Land,CUST-1767
Sherif Hassan,Engineer,31,Male,D,,CUST-1768
Hamdy Reda,Freelancer,54,Female,A,Vehicle,CUST-1769
Mona Mansour,Accountant,28,Male,C,Land,CUST-1770
Hassan Amr,Technician,59,Female,B,,CUST-1771
Ahmed Saied,Accountant,40,Female,B,Land,CUST-1772
Zaki Ghanem,Technician,29,Male,D,,CUST-1773
Salma Saied,Freelancer,33,Male,D,,CUST-1774
Sara Abdel-Aziz,Doctor,57,Male,C,Land,CUST-1775
Ibrahim Nabil,Accountant,36,Female,B,Vehicle,CUST-1776
Nabil Ghanem,Doctor,43,Male,A,,CUST-1777
Amira Zaki,Teacher,50,Female,C,Vehicle,CUST-1778
Salma Fawzy,Accountant,44,Male,D,Land,CUST-1779
Hoda Reda,Accountant,26,Female,D,,CUST-1780
Hassan Mahmoud,Accountant,49,Female,D,Land,CUST-1781
Zaki El-Sayed,Sales_Rep,55,Female,B,Land,CUST-1782
Hamdy Kamel,Sales_Rep,58,Female,A,Land,CUST-1783
Hoda Mahmoud,Engineer,33,Male,D,Land,CUST-1784
,Sales_Rep,35,Female,A,Vehicle,CUST-1785
Omar Hamdy,Technician,36,Female,B,Vehicle,CUST-1786
Nabil Nabil,Engineer,39,Male,B,,CUST-1787
Hoda Adel,Teacher,57,Male,A,Land,CUST-1788
Bassem Fawzy,Teacher,65,Female,A,Vehicle,CUST-1789
Mahmoud El-Sayed,Engineer,25,Male,A,,CUST-1790
Nabil Saied,Doctor,42,Male,D,,CUST-1791
Nabil Mahmoud,Sales_Rep,55,Male,B,Vehicle,CUST-1792
Mohamed Saied,Accountant,30,Male,B,Vehicle,CUST-1793
Hoda Kamel,Technician,41,Female,D,Land,CUST-1794
Hassan Amr,Engineer,34,Male,C,,CUST-1795
Omar Amr,Sales_Rep,40,Male,D,Vehicle,CUST-1796
Ahmed Ibrahim,Technician,24,Female,A,Land,CUST-1797
Dina Ibrahim,Engineer,45,Female,C,Vehicle,CUST-1798
Dina Nabil,Technician,52,Male,A,,CUST-1799
Sherif Ibrahim,Engineer,25,Male,B,Land,CUST-1800
Wael Ibrahim,Doctor,24,Female,D,Vehicle,CUST-1801
Zaki Kamel,Technician,52,Male,C,Vehicle,CUST-1802
Sherif Ghanem,Freelancer,28,Male,D,Land,CUST-1803
Mohamed Mansour,Accountant,46,Male,C,Vehicle,CUST-1804
Bassem El-Sayed,Accountant,27,Female,D,,CUST-1805
Mona Abdel-Aziz,Freelancer,57,Female,C,,CUST-1806
Bassem Saied,Teacher,42,Male,C,Vehicle,CUST-1807
Zaki Reda,Engineer,63,Male,B,,CUST-1808
Karim Saied,Doctor,61,Male,D,,CUST-1809
Zaki Zaki,Teacher,35,Female,B,Vehicle,CUST-1810
Hassan Zaki,Sales_Rep,36,Female,B,,CUST-1811
Fatma Adel,Freelancer,65,Female,D,Vehicle,CUST-1812
Hoda Amr,Technician,29,Female,A,,CUST-1813
Mostafa Reda,Doctor,60,Female,C,Vehicle,CUST-1814
Ahmed Reda,Engineer,64,Male,C,,CUST-1815
Hamdy Nabil,Teacher,35,Female,A,Land,CUST-1816
Sara El-Sayed,Engineer,44,Female,A,,CUST-1817
Karim Zaki,Freelancer,34,Female,C,Vehicle,CUST-1818
Hassan Amr,Technician,22,Male,C,Vehicle,CUST-1819
Wael Kamel,Sales_Rep,61,Male,A,Vehicle,CUST-1820
Ibrahim El-Sayed,Accountant,29,Male,D,Land,CUST-1821
Omar Abdel-Aziz,Engineer,34,Female,D,Land,CUST-1822
Fatma Mansour,Engineer,55,Female,C,Vehicle,CUST-1823
Heba Amr,Technician,51,Male,C,Land,CUST-1824
Sherif Nabil,Engineer,33,Male,D,Vehicle,CUST-1825
Salma Adel,Sales_Rep,57,Female,B,,CUST-1826
Karim Fawzy,Engineer,24,Female,B,Vehicle,CUST-1827
Dina El-Sayed,Sales_Rep,42,Female,A,Vehicle,CUST-1828
Mahmoud Mahmoud,Technician,59,Female,C,Vehicle,CUST-1829
Wael Abdel-Aziz,Freelancer,22,Male,A,,CUST-1830
Zaki Zaki,Technician,24,Male,C,Vehicle,CUST-1831
Layla Fawzy,Doctor,21,Male,C,Vehicle,CUST-1832
Layla Abdel-Aziz,Sales_Rep,23,Female,C,,CUST-1833
Zaki Saied,Engineer,40,Female,D,,CUST-1834
,Sales_Rep,61,Male,D,Land,CUST-1835
Mostafa Ghanem,Freelancer,55,Female,B,,CUST-1836
Ahmed Zaki,Technician,55,Female,D,Vehicle,CUST-1837
Layla Amr,Sales_Rep,44,Female,A,,CUST-1838
Layla Ghanem,Accountant,30,Female,D,Land,CUST-1839
Mohamed Kamel,Technician,58,Male,B,Land,CUST-1840
Omar Adel,Teacher,24,Male,A,Land,CUST-1841
Bassem Fawzy,Engineer,58,Male,C,Land,CUST-1842
Sherif Reda,Technician,38,Male,D,Vehicle,CUST-1843
Ahmed Reda,Technician,32,Male,C,Land,CUST-1844
Dina Ibrahim,Freelancer,26,Female,B,Vehicle,CUST-1845
Zaki Nabil,Technician,24,Female,D,Land,CUST-1846
Omar Nabil,Engineer,44,Female,C,Vehicle,CUST-1847
Dina Nabil,Sales_Rep,28,Female,A,Vehicle,CUST-1848
Mostafa Kamel,Technician,34,Female,B,Vehicle,CUST-1849
,Sales_Rep,41,Female,B,Vehicle,CUST-1850
Heba Abdel-Aziz,Teacher,39,Male,C,,CUST-1851
Layla Ghanem,Engineer,50,Male,A,,CUST-1852
Hoda El-Sayed,Teacher,54,Male,A,,CUST-1853
Mohamed Adel,Doctor,38,Male,C,Land,CUST-1854
Heba Saied,Accountant,46,Male,D,Land,CUST-1855
Dina Mahmoud,Doctor,48,Female,B,Vehicle,CUST-1856
Tarek Ibrahim,Teacher,28,Male,A,Land,CUST-1857
Karim Mansour,Technician,51,Female,B,,CUST-1858
Bassem Kamel,Sales_Rep,27,Female,A,Land,CUST-1859
Mohamed Nabil,Freelancer,39,Male,B,Land,CUST-1860
Karim Saied,Engineer,55,Male,D,Vehicle,CUST-1861
Zaki Reda,Sales_Rep,47,Male,D,Vehicle,CUST-1862
Sherif Kamel,Freelancer,64,Male,C,,CUST-1863
Ibrahim Reda,Freelancer,24,Male,B,Land,CUST-1864
Sherif Reda,Technician,57,Male,B,Land,CUST-1865
Mohamed Hassan,Engineer,60,Male,D,,CUST-1866
,Technician,56,Female,B,,CUST-1867
Zaki Ghanem,Engineer,36,Female,D,Land,CUST-1868
Sherif Ibrahim,Teacher,38,Male,C,Vehicle,CUST-1869
Tarek El-Sayed,Accountant,49,Male,B,,CUST-1870
Hoda Amr,Technician,24,Male,D,,CUST-1871
Zaki Kamel,Accountant,57,Male,C,,CUST-1872
,Engineer,29,Male,B,Land,CUST-1873
